date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:54:39	181886/181886	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2003%20Mar%202020%2016:54:37%20GMT	https://static1.squarespace.com/static/ta/5052176b84aeb45fa5cfcc83/950/scripts/site-bundle.js	C:/My%20Web%20Sites/weld%20site/static1.squarespace.com/static/ta/5052176b84aeb45fa5cfcc83/950/scripts/site-bundle.js	(from http://nyccertifiedwelding.com/)
08:54:52	1664739/1664739	---M-Z	200	added ('OK')	text/javascript	etag:%22cf8c282b5b5379c287ffa5edd27a6141%22	http://assets.squarespace.com/universal/scripts-compressed/common-114f12174c13e358b7c12-min.en-US.js	C:/My%20Web%20Sites/weld%20site/assets.squarespace.com/universal/scripts-compressed/common-114f12174c13e358b7c12-min.en-US.js	(from http://nyccertifiedwelding.com/)
08:54:53	1262/1262	---M--	200	added ('OK')	image/png	etag:W/%2236f85af5bffdef1da54e0bcb6d116b92%22	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/My%20Web%20Sites/weld%20site/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/site.css?&filterFeatures=true)
08:54:53	1676/1676	---M--	200	added ('OK')	image/png	etag:W/%22360bda9ea125fd6106681573ac70f8ad%22	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/My%20Web%20Sites/weld%20site/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/site.css?&filterFeatures=true)
08:54:53	1219/1219	---M--	200	added ('OK')	image/png	etag:W/%22ce3bee3cfda356961d1df8f35f8879f8%22	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/My%20Web%20Sites/weld%20site/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/site.css?&filterFeatures=true)
08:54:54	2909/2909	---M--	200	added ('OK')	image/png	etag:W/%22abb79ea3ef3b937dc78df8221cc7e55c%22	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/My%20Web%20Sites/weld%20site/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/site.css?&filterFeatures=true)
08:54:57	499204/499204	---M-Z	200	added ('OK')	text/css	date:Tue,%2003%20Mar%202020%2016:55:00%20GMT	http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/gallery-play-big.png	C:/My%20Web%20Sites/weld%20site/static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/gallery-play-big.css	(from http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/site.css?&filterFeatures=true)
08:54:57	499204/499204	---M-Z	200	added ('OK')	text/css	date:Tue,%2003%20Mar%202020%2016:55:01%20GMT	http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/gallery-play-big@2x.png	C:/My%20Web%20Sites/weld%20site/static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/gallery-play-big@2x.css	(from http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/site.css?&filterFeatures=true)
08:54:59	2968/2968	---M--	200	added ('OK')	image/png	etag:W/%22438bde0cc54e1a79932b42ff61cefe2f%22	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/My%20Web%20Sites/weld%20site/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/site.css?&filterFeatures=true)
08:54:59	3097/3097	---M--	200	added ('OK')	image/png	etag:W/%22eac48be53b4be1bbe355a844e07c21e7%22	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/My%20Web%20Sites/weld%20site/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/site.css?&filterFeatures=true)
08:54:59	3051/3051	---M--	200	added ('OK')	image/png	etag:W/%22953edf033c5eed90c43acd81dc0a183b%22	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/My%20Web%20Sites/weld%20site/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/site.css?&filterFeatures=true)
08:55:00	3420/3420	---M--	200	added ('OK')	image/png	etag:W/%22c82f5d8b858c4c36a7a83efdca60c293%22	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/My%20Web%20Sites/weld%20site/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/site.css?&filterFeatures=true)
08:55:00	1042/1042	---M--	200	added ('OK')	image/png	etag:W/%221aa86877ee5560296905d582b0caa760%22	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/My%20Web%20Sites/weld%20site/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/site.css?&filterFeatures=true)
08:55:01	990/990	---M--	200	added ('OK')	image/png	etag:W/%2267563b6d7b6ba29497749d732cefe29a%22	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/My%20Web%20Sites/weld%20site/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/site.css?&filterFeatures=true)
08:55:01	1057/1057	---M--	200	added ('OK')	image/png	etag:W/%227ead219214965402d066c04ff5729ce1%22	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/My%20Web%20Sites/weld%20site/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/site.css?&filterFeatures=true)
08:55:01	1048/1048	---M--	200	added ('OK')	image/png	etag:W/%229b9476e218f3afaad7903f45e8b4f143%22	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/My%20Web%20Sites/weld%20site/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/site.css?&filterFeatures=true)
08:55:01	3072/3072	---M--	200	added ('OK')	image/png	etag:W/%22b7befd7a7d7b85209942f70ac8ea1781%22	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/My%20Web%20Sites/weld%20site/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/site.css?&filterFeatures=true)
08:55:02	3374/3374	---M--	200	added ('OK')	image/png	etag:W/%22aff8bf0216184a03cd6cd9e402463044%22	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/My%20Web%20Sites/weld%20site/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/site.css?&filterFeatures=true)
08:55:02	3010/3010	---M--	200	added ('OK')	image/png	etag:W/%22f2f7a52a4ee1766c94404b88a0bdf49e%22	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/My%20Web%20Sites/weld%20site/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/site.css?&filterFeatures=true)
08:55:02	3216/3216	---M--	200	added ('OK')	image/png	etag:W/%2270b0eb0e762d8cd79bb773aeeaff9c5a%22	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/My%20Web%20Sites/weld%20site/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/site.css?&filterFeatures=true)
08:55:03	561/561	---M--	200	added ('OK')	image/png	etag:%226c71aa26eaf5c7a5a14d8239e2b3e6e1%22	http://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/weld%20site/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/site.css?&filterFeatures=true)
08:55:03	1672/1672	---M--	200	added ('OK')	image/png	etag:%22dea2b235f4b37c5774a8cb47f3424529%22	http://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/weld%20site/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/site.css?&filterFeatures=true)
08:55:03	2320/2320	---M--	200	added ('OK')	image/png	etag:%22a1463ff63d2b0a139f48be2db0641717%22	http://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/My%20Web%20Sites/weld%20site/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/site.css?&filterFeatures=true)
08:55:04	361/361	---M--	200	added ('OK')	image/png	etag:%22e6aa6f7aada61660fea95ee320a8064a%22	http://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/My%20Web%20Sites/weld%20site/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/site.css?&filterFeatures=true)
08:55:04	3034/3034	---M--	200	added ('OK')	image/png	etag:%22a719c027f9edaea23e767d669b3e098f%22	http://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/My%20Web%20Sites/weld%20site/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/site.css?&filterFeatures=true)
08:55:05	365/365	---M--	200	added ('OK')	image/png	etag:W/%22cffbc7e08339e372b09983cf56e1d18e%22	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	C:/My%20Web%20Sites/weld%20site/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/site.css?&filterFeatures=true)
08:55:05	1314/1314	---M--	200	added ('OK')	image/png	etag:%22a97813aa1c8a5764999edfb5a5295281%22	http://static1.squarespace.com/universal/images-v6/damask/image-inside-64-dark.png	C:/My%20Web%20Sites/weld%20site/static1.squarespace.com/universal/images-v6/damask/image-inside-64-dark.png	(from http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/site.css?&filterFeatures=true)
08:55:05	2831/2831	---M--	200	added ('OK')	image/png	etag:%225605efa1576bc2746410ce0ae77f5949%22	http://static1.squarespace.com/universal/images-v6/damask/image-inside-128-dark.png	C:/My%20Web%20Sites/weld%20site/static1.squarespace.com/universal/images-v6/damask/image-inside-128-dark.png	(from http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/site.css?&filterFeatures=true)
08:55:06	176/176	---M--	200	added ('OK')	image/png	etag:W/%22334a6b7b552819c6af258deda6d25dea%22	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	C:/My%20Web%20Sites/weld%20site/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/site.css?&filterFeatures=true)
08:55:06	3058/3058	---M--	200	added ('OK')	image/png	etag:W/%22634baafc22ca46ebc3733c83b7dc4b2d%22	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	C:/My%20Web%20Sites/weld%20site/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from http://static1.squarespace.com/static/sitecss/51c458c7e4b0c5a944a32e81/18/50521cf884aeb45fa5cfdb80/51c45ddee4b079ce7c203c83/950-05142015/1443391252112/site.css?&filterFeatures=true)
